movieId,tag
7980,horrifying (but not Horror genre)
7981,disambiguation:Leon/The Professional & The Professional (1981)
7982,Based on a TV show
7983,biographical
7984,parody
7985,related:007 (series)
7986,Based on a TV show
7987,Xmas theme
7988,adapted from:book
7989,author:J. K. Rowling
7990,music?
7991,BFI classic
7992,sport:curling
7993,sports competition
7994,christian
7995,murder/fatality
8003,007 (series)
8004,assassin
8007,killer as protagonist
8008,murder
8009,rape
8010,RemakeOf:Solyaris (1972)
8011,adapted from:book
8012,Disney animated feature
8013,pirates
8014,campy
8015,rape
8016,adultery
8017,Bechdel Test:Pass
8019,statutory rape
8024,psychiatrist
8025,psychiatrist as protagonist
8033,adapted from:play
8035,playwright:Euripides
8037,adapted from:play
8038,setting:brothel
8039,setting:Texas
8040,70mm
8041,rape
8042,dystopia
8043,horrifying (but not Horror genre)
8044,Mick Travis (series)
8045,protagonist is a journalist
8055,satire
8056,adapted from:book
8057,author:John Steinbeck
8062,protagonist is a teacher
8063,adapted from:stage play
8068,playwright:Ira Levin
8069,Based on a TV show
8070,even-numbered ST movie
8092,Star Trek
8093,STTNG
8094,adapted from:book
8095,dark comedy
8117,alcohol abuse
8118,adapted from:book
8119,author:J. R. R. Tolkein
8120,Based on a TV show
8121,adapted from:book
8122,author:Leo Tolstoy
8123,adapted from:book
8124,biographical view
8125,animation remade as live action
8126,puppetry
8127,adapted from B'way
8128,related:author:Virginia Woolf
8129,related:book:Mrs. Dalloway
8130,see: The Hours
8131,adapted from:book
8132,author:Charles Dickens
8133,Nazis
8134,The Shoah
8136,Warsaw ghetto
8137,adapted from:book
8138,biographical
8139,group sex
8140,infidelity
8141,sexuality
8142,boxing drama
8143,sport:boxing
8147,genre:western noir
8148,author:Agatha Christie
8149,character:Hercule Poirot
8153,adapted from:book
8154,character:Mike Hammer
8157,alter ego
8158,tale:Jekyll&Hyde
8167,Bechdel Test:Fail
8168,Monty Python
8169,sketch comedy
8183,adapted from:operetta
8187,pirates
8188,playwright:Gilbert & Sullivan
8189,stand-up comedy
8190,sketch comedy
8191,Inspector Clouseau (series)
8194,animal:dog
8195,battle of the sexes
8196,Bechdel Test:Pass
8197,cameo:Marvin Hamlisch
8198,cameo:Warner Wolf
8199,deception to win wager
8201,extreme product placement
8202,painfully heteronormative
8203,protagonist is a journalist
8206,setting:Ad agency
8207,setting:Fashion magazine
8208,setting:NYC
8220,sexual stereotypes
8221,sport:basketball
8222,alter ego
8224,Bechdel Test:Fail
8225,superhero
8227,adapted from:book
8228,author:Rudyard Kipling
8232,adapted from:book
8235,author:Stephen Crane
8236,alter ego
8237,Bechdel Test:Fail
8238,homophobic
8239,plot point:telephone
8240,seduction
8241,setting:NYC
8252,sexuality
8253,starring:Day and Hudson
8254,BFI modern classic
8255,disambiguation:10
8256,disambiguation:ten
8257,brutal
8258,graphic violence
8259,rape
8260,sport:soccer football
8261,adapted from:book
8262,author:Mark Harris
8263,sport:baseball
8264,animal:lion
8265,adapted from:play
8266,adapted from:book
8267,author:Jules Verne
8268,plot point:television
8269,plot point:videotape
8270,remadeAs:The Ring (2002)
8272,remakeOf:Ringu (1998)
8273,Disney animated feature
8275,series:Pooh
8290,divorce
8291,subgenre:screwball
8292,BFI classic
8293,mockumentary
8294,rape
8295,adapted from:book
8302,plot point:bio-medical danger
8327,adapted from:book
8329,author:Ray Bradbury
8330,dystopia
8331,seeAlso:The Wizard of Oz (1939)
8332,WizardOfOz
8334,screenwriter:Neil Simon
8335,competition
8336,adapted from B'way
8337,ensemble cast
8338,airships
8339,Bechdel Test:Pass
8340,Bechdel Test:Pass (barely)
8341,pirates
8359,robots
8360,dystopia
8361,related:The Matrix (1999)
8362,setting:in computer
8363,vampire
8364,prequelTo:Evan Almighty
8365,sequelTo:Bruce Almighty
8366,Disney animated feature
8367,missing/kidnapped child
8368,orphaned cartoon character
8369,Pixar animation
8370,heist
8371,courtroom
8372,adapted from B'way
8373,adultery
8374,anti-Soviet propoganda
8375,Bechdel Test:Fail
8376,great dancing
8377,music:Cole Porter
8378,RemakeOf:Ninotchka
8379,setting:Paris
8380,sexist
8381,RemakeOf:Rio Bravo(1958)
8382,adapted from:book
8383,author:Robert Louis Stevenson
8384,Disney studios
8385,pirates
8387,genre:western noir
8388,musical band:David Bowie
8391,Bechdel Test:Pass
8392,racist
8393,protagonist is an idiot
8394,warning: some people tryed to kill themselves while watching
8395,worst acting
8397,Worst movie ever
8398,would kill not to watch
8399,Based on a TV show
8400,gothic
8401,vampire
8402,post-apocalyptic
8403,SequelTo:28 Days Later
8404,Based on a TV show
8405,burlesque (scene)
8407,cameo:Bruce Willis
8410,filmed at:Playboy mansion (scene)
8411,genre spoof?
8420,murder
8421,nuns(scene)
8422,privacy
8423,private detective
8424,setting:LA
8425,sport:motocross (scene)
8426,sports cars
8427,sports competition:motocross (scene)
8444,witness protection programme
8446,clash of cultures?
8447,sport:baseball
8448,lawyer as protagonist?
8450,related:Bringing Up Baby (1938)
8451,subgenre:screwball
8452,adapted from:comic
8453,Based on a TV show?
8454,pirates
8455,android(s)/cyborg(s)
8456,murder
8457,time travel
8458,Disney studios
8459,ghosts/afterlife
8460,pirates
8461,seafaring
8462,adapted from:comic
8463,author:Alan Moore
8464,parody
8465,related:007 (series)
8469,adapted from:game
8477,sport:horse racing
8478,queer
8480,Sherlock Holmes
8481,remadeAs:Freaky Friday(2003)
8482,remakeOf:Freaky Friday (1977)
8483,switching places
8484,jesus
8485,subgenre:road trip
8486,US college students
8487,BFI classic
8488,disambiguation:10
8491,disambiguation:ten
8492,Inspector Clouseau (series)
8493,Inspector Clouseau (series)
8494,camp
8495,hostage
8496,murder
8499,plot point:time is short
8500,mother-daughter relationships
8501,neither CC nor ENG subtitles
8502,sexuality
8503,topic:sex work
8504,topic:union activism
8505,bollywood
8506,infidelity
8507,violence
8511,related:Bon Cop [comma] Bad Cop
8512,muscial:rock and roll (1960s)
8516,The Beatles (NOT!)
8518,adapted from B'way
8519,?adapted from:book
8520,?author:Rudyard Kipling
8521,adapted from:book
8522,author:Mark Twain
8524,adapted from:book
8525,author:Mark Twain
8526,protagonist is royal
8527,royal pretends to be commoner
8528,trading places
8529,character based on real person:JFK
8530," 					character based on real person:The King"
8531, religion:Elvis
8532,adapted from:book
8533,insomnia
8534,protagonist is a teacher
8535,kidnapping
8536,murder
8537,plot point:television
8540,adultery
8541,adapted from:book
8542,adapted from:book
8543,author:Jurek Becke
8544,remadeAs:Jacob The Liar(1999)
8545,The Shoah
8571,major recutting
8572,see also:The Rules of The Game/Gosford Park
8573,Stockholm syndrome
8574,adapted from:book
8575,topic:Nixon presidency (USA)
8576,food/cooking
8577,animal:dog
8578,mafia
8579,Monty Python
8580,adultery
8581,cameo-fest
8582,cameo:David Bowie
8583,cameo:Jim Henson
8584,cameo:John Landis
8585,cameo:Jonathan Lynn
8586,Elvis iconography
8587,gun in airport (scene)
8588,insomnia
8589,murder
8591,notable:taxi driver (scene)
8592,protagonist is engineer
8593,protagonist is `party girl'
8594,satire?
8595,scene:rendezvous in flower market
8596,setting:LA
8597,starring:John Landis
8598,Xmas theme
8599,adapted from:book
8600,author:Truman Capote
8601,death penalty
8602,murder
8603,The Beatles
8604,brutality
8605,child abuse
8606,murder
8607,paedophilia
8608,adapted from:game
8609,camp
8610,queer
8611,adapted from:book
8612,author:John Grisham
8613,courtroom drama
8614,murder
8615,serial killer
8616,protagonist is a teacher
8617,serial killer
8618,`murder investigation as dating service' (Monica Nolan in Bitch no.36)
8619,parody
8620,Disney animated feature
8621,The Shoah
8622,adapted from:book
8623,author:S.E. Hinton
8624,adapted from:book series
8625,Basil Rathbone as Sherlock Holmes
8626,adapted from:book series
8627,Basil Rathbone as Sherlock Holmes
8628,Sherlock Holmes
8629,adapted from:book series
8630,Basil Rathbone as Sherlock Holmes
8631,Sherlock Holmes
8632,setting:corporate America
8633,shouty
8634,technique:narration over freeze-frame
8635,unseen narrator
8636,doors as portals
8637,dystopia
8638,premonition/fate
8639,related:The Matrix (1999)
8640,setting:in computer
8641,topic:Hugo Chavez
8642,topic:Venezula
8643,Xmas theme
8644,Xmas theme?
8645,animation & live action interact?
8646,seafaring
8647,adapted from:book
8648,author:Dr. Seuss
8649,death of child
8650,Xmas theme
8651,information retrieval
8652,librarians
8653,setting:library
8654,starring:Hepburn and Tracy
8655,psychiatrist
8656,psychiatrist as protagonist
8657,computer cracker
8658,computers
8659,adapted from:book
8660,adapted from:book
8661,author:Charles Dickens
8662,epic
8663,BFI classic
8664,adapted from:book
8665,author:Martin Cruz Smith
8666,espionage
8667,adapted from:book
8668,author:Michael Crichton
8669,writer:Michael Crichton
8670,adapted from:author
8671,author: Edgar Rice Burroughs
8672,adultery
8673,compulsive liar
8674,dwelling as character?
8675,Steve Martin & Goldie Hawn
8676,theme:lying
8677,remake
8678,related:Mr. Destiny (1990)
8679,BFI classic
8680,evil churchman
8681,sport:arm wrestling
8682,sports competition
8683,adultery
8684,courtroom
8685,food/cooking?
8686,queer?
8687,BFI modern classic
8688,bank robbery
8689,clown
8690,costumes
8691,hostage crisis
8692,remakeOf:Hold-up (1985)
8693,adultery
8694,bedroom farce
8695,infidelity
8696,adapted from:book
8697,author:Roald Dahl
8698,adapted from:book
8699,author:John Updike
8700,Astaire and Rogers
8701,Astaire and Rogers
8702,Astaire and Rogers
8703,adapted from:book
8704,author:Louisa May Alcott
8705,Astaire and Rogers
8706,adapted from B'way
8707,writer:Andrew Lloyd Webber
8708,adapted from:play
8709,animal:dog
8710,animal:horse
8711,Bechdel Test:Fail
8712,classic Bette Davis
8713,death/fatality
8714,horse riding
8715,lots of smoking
8716,medical
8717,melodrama
8718,protagonist is a socialite
8719,terminal illness
8720,theme:elevation through self-sacrifice
8721,subgenre:fairy tale
8722,adapted from:play
8723,playwright:Shakespeare
8724,current
8725,BFI classic
8726,Inspector Clouseau (series)
8727,adapted from:book
8728,author:Victor Hugo
8729,Bechdel Test:Fail
8730,black and white
8731,deformity/disability
8732,murder
8733,torture
8734,woman carried onto tall building
8735,imaginary friend
8736,related:Casablanca
8737,adapted from:book
8738,adapted from:play
8739,author:George Bernard Shaw
8740,adapted from:book
8741,Anglo-Indian relations
8742,author:E. M. Forster
8743,Bechdel Test:Pass
8744,racism
8745,sexuality
8746,trial
8747,Marx Brothers
8748,adapted from:book
8749,remake of:The Front Page (1931)
8750,narrated
8751,protagonist is medical doctor
8752,protagonist is surgeon
8753,town vs. country
8754,Based on a TV show
8755,parody
8756,subgenre:cop buddies
8757,courtroom setting
8758,starring:Hepburn and Tracy
8759,adapted from:book
8760,author:william s. burroughs
8761,Marx Brothers
8762,Judaism
8763,adapted from:book
8764,author:J. R. R. Tolkein
8765,adapted from:book
8766,author:Philip K. Dick
8767,adapted from:book
8768,Peter Pan
8769,adapted from:book
8770,adapted from:book
8771,adapted from:book
8772,author:Charlotte Bronte
8773,adapted from:book
8774,alter ego
8775,author:Robert Louis Stevenson
8776,related:Dr. Jekyll and Mr. Hyde
8777,tale:Jekyll&Hyde
8778,adapted from:book
8779,author:Ernest Hemingway
8780,Bogart & Bacall
8781,related:Only Angels Have Wings
8782,related:Rio Bravo
8783,Bogart & Bacall
8784,noir thriller
8785,amateur detective
8786,should dislike
8787,adapted from:book
8788,assassin
8789,author:Donald Hamilton
8790,begins with big eye
8791,Compare:Austin Powers
8792,Compare:The Silencers
8793,espionage
8794,murder
8795,prequel to:Murderers Row
8796,related:007 (series)
8797,series:Matt Helm
8798,setting:Cold War
8799,sexist drivel
8800,animal:dog
8801,dystopia
8802,post-apocalyptic
8803,murder
8804,Bechdel Test:Fail
8805,?alternate endings
8806,amnesia
8807,adapted from:book
8808,based on a true story
8809,character based on real person:Anne Frank
8810,The Shoah
8811,rape
8812,adapted from:book
8813,protagonist is a teacher
8814,adultery
8815,Based on a TV show
8816,dance off (scene)
8817,murder
8818,Stiller&Wilson
8819,subgenre:cop buddies
8820,topic:McCarthyism
8821,noir thriller
8822,adapted from:play
8823,playwright:Shakespeare
8824,zombies
8825,amnesia
8826,animation remade as live action
8827,Based on a TV show
8828,adapted from:comic
8829,secret gov't agency works with and hides aliens
8830,Disney animated feature
8831,protagonist is royal
8832,royal pretends to be commoner
8833,Biblical
8834,Jesus-freak crap
8835,zombies
8836,retirees
8837,adapted from:comic
8838,adapted from:book
8839,Based on a TV show
8840,high school
8841,subgenre:sword and sandal
8842,Bechdel Test:Fail
8843,style:monologue
8844,adapted from:book
8845,adapted from:book
8846,author:Eugene Burdick
8847,author:Harvey Wheeler
8848,Bechdel Test:Fail
8849,compare:Fail-Safe
8850,US president
8851,ghosts/afterlife
8852,7n Up (series)
8853,many interviews
8854,007 (series)
8855,assassin
8856,killer as protagonist
8857,murder
8858,007 (series)
8859,assassin
8860,killer as protagonist
8861,murder
8862,rape
8863,setting:circus performance
8864,setting:train
8865,007 (series)
8866,assassin
8867,killer as protagonist
8868,murder
8869,radio-controlled sharks
8870,remadeAs:Never Say Never (1983)
8871,remakeOf:Thunderball (1965)
8872,adapted from:book
8873,author:Jane Austen
8874,adapted from:book
8875,author:Ayn Rand
8876,starring:Hepburn and Tracy
8877,adultery
8878,awakening sexuality & romance
8879,Bechdel Test:Pass
8880,protagonist is photographer
8881,setting:Italy
8882,setting:Venice
8883,sexuality
8884,stereotypes
8885,Rogers and Hammerstein
8886,murder
8887,plot:making adult/pornographic films
8888,plot:romance during porno shoot
8889,watch the credits
8890,biographical
8891,character based on real person:Charlie Chaplin
8892,topic:Charlie Chaplin
8893,adapted from:play
8894,author:Helen Keller
8895,character based on real person:Helen Keller
8896,playwright:William Gibson
8897,monologue
8898,actors and acting
8899,adapted from:play
8900,setting:theatre
8901,topic:theatre
8902,Based on a TV show
8903,adapted from:book
8904,author:Jane Austen
8905,protagonist is royal
8906,nuns
8907,starring:Hepburn and Tracy
8908,Marx Brothers
8909,devil's bargain
8910,interrelated sketches
8911,men disguised as women
8912,nuns(scene)
8913,BFI classic
8914,adapted from B'way
8915,see also:The Postman Always Rings Twice
8916,adapted from:book
8917,author:John le Carre
8918,espionage
8919,murder
8920,pirates
8921,based on a true story?
8922,biographical?
8923,Based on a TV show
8924,Based on a TV show
8925,Based on a TV show
8926,Nick and Nora Charles (series)
8927,Nick and Nora Charles (series)
8928,Nick and Nora Charles (series)
8929,Nick and Nora Charles (series)
8930,Nick and Nora Charles (series)
8931,music?
8932,adapted from:poem
8933,Anglo-Indian relations
8934,author:Rudyard Kipling
8935,inaccurate adaptation
8936,swashbuckling
8937,adapted from:book
8938,author:Frank Herbert
8939,adapted from:book series
8940,author:Frank Herbert
8941,adapted from:book
8942,another adaptation of _I Am Legend_
8943,author:Richard Matheson
8944,vampire
8945,related:Star Wars
8946,Marx Brothers
8947,fake documentary
8948,psychiatry
8949,related:technique:Forrest Gump
8950,noir thriller
8951,author:Tennessee Williams
8952,Best War Films
8953,adapted from B'way
8954,adapted from:book
8955,murder
8956,serial killer
8957,adapted from:book
8958,author:Brian Aldiss
8959,protagonist is medical doctor
8960,town vs. country
8961,BFI classic
8962,military
8963,adapted from:book
8964,pirates
8965,adapted from:book
8966,author:Frederick Forsyth
8967,adapted from:book
8968,adapted from:book
8969,author:Dashiell Hammett
8970,Bechdel Test:Fail
8971,private detective
8972,assassin
8973,assassin-in-training (scene)
8974,murder
8975,RemakeOf:La Femme Nikita(1990)
8976,adapted from:B'way
8977,adapted from:play
8978,protagonist is journalist
8979,protagonist is newspaper editor
8980,mass murder/terrorism
8981,murder
8982,courtroom
8983,military
8984,mutiny
8985,nuns
8986,setting:Himalayas
8987,prison
8988,adapted from:book
8989,author:Charles Dickens
8990,poverty
8991,Dreamworks animation
8992,adapted from:book
8993,author:J. K. Rowling
8994,adapted from:comic
8995,actors and acting
8996,setting:theatre
8997,topic:theatre
8998,autobiographical
8999,The Beatles
9000,adapted from:author
9001,author:Arthur Conan Doyle
9002,Basil Rathbone
9003,private detective
9004,adapted from:book
9005,author:Arthur Conan Doyle
9006,Basil Rathbone as Sherlock Holmes
9007,private detective
9008,Sherlock Holmes
9009,protagonist is a teacher
9010,Bechdel Test:Fail
9011,dystopia
9012,memory
9013,post-apocalyptic
9014,time travel
9015,adapted from:book
9016,adapted from:play
9017,author:Charles Dickens
9018,Xmas theme
9019,American patriotism/prejudice
25735,angelic intervention
25736,ghosts/afterlife
25737,setting:WWII
25738,adapted from:book
25739,alter ego
25741,author:Robert Louis Stevenson
25742,killer-as-protagonist
25743,related:Dr. Jekyll and Mr. Hyde
25744,tale:Jekyll&Hyde
25745,adapted from:book
25746,author:Jules Verne
25747,Bechdel Test:Fail
25748,sport:dodgeball
25749,adapted from:book
25750,author:John Irving
25751,Marx Brothers
25752,claymation
25753,Xmas theme(?)
25755,campy
25757,documentary critique
25759,news media
25760,adultery
25762,Inspector Clouseau (series)
25763,alter ego
25764,queer?
25765,genre:western noir
25766,documentary critique
25767,US President
25768,related:Cyrano
25769,adapted from:comic
25770,alter ego
25771,android(s)/cyborg(s)
25773,artificial intelligence
25774,epic
25775,agent/assassin with false memories/amnesia
25777,author:Robert Ludlum
25778,living a fictional life
25782,setting:wartime
25783,adapted from:book
25785,author:Kurt Vonnegut
25786,subgenre:screwball
25787,?alter ego
25788,related:Dr. Jekyll and Mr. Hyde
25789,screwball comedy
25792,Cole Porter
25793,fictional biography
25794,mental illness
25795,related:The Graduate
25796,Marx Brothers
25797,BFI classic
25798,related:Bonnie and Clyde
25800,adapted from:book
25801,author:Graham Greene
25802,adapted from:book
25803,animal:dog
25804,Bechdel Test:Fail
25805,cons and scams
25806,heist
25807,murder
25808,setting:LA
25809,adapted from:book series
25810,Basil Rathbone as Sherlock Holmes
25811,adapted from:book
25812,author:John le Carre
25814,espionage
25816,adapted from:book series
25818,Basil Rathbone as Sherlock Holmes
25819,Sherlock Holmes
25820,adapted from:book series
25822,bad lighting
25824,Basil Rathbone as Sherlock Holmes
25825,Bechdel Test:Fail
25826,murder
25827,pastiche
25828,suicide
25829,adapted from:book series
25830,Basil Rathbone as Sherlock Holmes
25831,assassin
25832,killer-as-protagonist
25833,murder
25834,remakeOf:The Manchurian Candidate(1962)
25835,Based on a TV show?
25837,protagonist is royal
25839,stand up comedy?
25840,animal:dog
25841,adapted from:book
25842,author:Thackeray
25843,writer:Julian Fellowes
25846,protagonist is photographer
25850,adapted from:game
25851,plot point:bio-medical danger
25852,sport:baseball
25854,dark humor
25855,murder
25856,parody
25858,zombies
25859,adapted from:book
25860,author:Agatha Christie
25861,murder
25864,setting:train
25865,deformity/disability
25866,disambiguation:The Mask
25868,civilian caught up in intrigue
25869,espionage?
25870,music is key to story (not Musical genre)
25871,protagonist is musician
25872,protagonist is stage performer
25874,protagonist is violinist
25875,psychiatrist as protagonist
25878,adapted from:book
25879,cerebral
25881,complicated plot
25882,inventor
25884,time travel
25885,technique:puppetry
25886,adapted from:book
25887,author:Thomas Hardy
25888,The Beatles
25890,adapted from:book
25891,sport:American football
25892,Remake as:The Grudge
25893,Remake of:Ju-On
25894,adapted from:book
25897,character suffering depression
25898,dark comedy
25899,notable:golf course (scene)
25900,subgenre:buddies
25901,teacher as protagonist (incidental)
25902,theme:lying
25903,wedding
25904,wine tasting
25905,writer as protagonist
25906,abortion
25907,improvised/actor-developed script
25908,social commentary
25910,working class
25911,serial killer
25912,biographical?
25913,character based on real person:Ray Charles
25914,music:rhythm & blues
25915,alter ego
25916,death/fatality
25918,Disney animated feature
25919,notable:fashion designer (scene)
25920,Pixar animation
25921,related:The Incredibles (2004)
25922,superhero
25923,Xmas theme(?)
25924,adultery
25926,biographical
25927,Peter Pan
25928,conspiracy theory
25929,Based on a TV show
25930,biographical view
25931,sword and sandal(?)
25932,Xmas theme(?)
25934,biographical view
25935,cameo:Bruce Willis
25936,adapted from B'way
25937,adapted from:book
25938,devil's bargain
25940,sport:baseball
25941,critique of journalism
25942,documentary critique
25943,news media
25944,adapted from:book
25945,alter ego
25946,author:Robert Louis Stevenson
25947,related:Dr. Jekyll and Mr. Hyde
25948,tale:Jekyll&Hyde
25950,adapted from:book
25951,author:Victor Hugo
25952,Bechdel Test:Fail
25954,deformity/disability
25956,murder
25957,torture
25959,woman carried onto tall building
25960,major recutting
25961,German Expressionism
25962,adapted from:book
25963,author:Victor Hugo
25964,Marx Brothers
25965,adapted from:play
25966,adultery
25970,deceit
25971,family in turmoil
25972,protagonist is actor
25974,protagonist is physician
25975,setting:The Great Depression
25976,theme:lying
25977,adapted from:book
25979,author:H. G. Wells
25980,protagonist is journalist
25984,subgenre:screwball
25986,?adapted from:book
25987,adapted from:book
25989,author:Rudyard Kipling
25990,Cary Grant&Katherine Hepburn
25991,adapted from:book
25993,angelic intervention
25994,fate vs. free will
25995,ghosts/afterlife
25996,remakeOf:Here Comes Mr. Jordan
25998,adapted from:book
25999,amnesia
26000,author:James Hilton
26001,death/fatality
26002,memory
26003,psychiatrist as character
26005,adapted from:play
26006,adultery
26007,autobiographical view
26008,avuncular grandfather-figure
26009,Bechdel Test:Fail
26010,ghosts/afterlife
26012,infidelity
26013,the comfort food of movies
26016,adapted from:play
26018,playwright:Shakespeare
26019,adapted from:book
26021,author:Charles Dickens
26022,bildungsroman
26025,adapted from:book
26026,adultery
26027,author:Fannie Hurst
26028,Bechdel Test:Fail
26030,kuenstlerroman
26033,melodrama
26034,MUSICIAN'S LIFE
26035,protagonist is musician
26038,protagonist is stage performer
26042,protagonist is violinist
26043,murder
26044,nazis
26046,neither CC nor ENG subtitles
26047,adapted from:book
26048,adultery
26049,Bechdel Test:Pass (technically but not really)
26050,betrayal
26051,class conscious
26052,gag:tossing lighter out of car
26055,individual stories intertwined
26056,social satire
26058,unseen narrator
26059,adapted from:B'way
26062,Bechdel Test:Fail
26063,character based on real person:Annie Oakley
26064,character based on real person:Buffalo Bill
26066,sexist
26067,genre:western noir
26068,BFI classic
26070,related:Dr. Jekyll and Mr. Hyde
26072,kuenstlerroman
26073,major recutting
26074,anti-Catholic
26076,Bechdel Test:Pass
26078,feel-bad movie
26079,nuns
26080,religion:Xian
26082,adapted from B'way
26083,not a movie
26084,Xmas theme
26085,adapted from:comic
26086,alter ego
26088,Batman (series)
26090,villain:Penguin
26093,sport:car racing (Grand Prix)
26094,remadeAs:Payback(1999)
26095,remakeOf:Point Blank(1967)
26096,Classic
26098,adapted from:book
26099,author:Emmanuelle Argan
26100,softcore porn
26101,setting:train?
26104,Hitchcock parody
26106,parody
26107,adapted from:book
26108,conspiracy
26109,dystopia
26110,murder
26111,adapted from:book
26112,author:J. R. R. Tolkein
26113,adapted from:radio play
26116,author:Douglas Adams
26117,made for TV
26119,adapted from:book
26122,author:John le Carre
26123,espionage
26124,murder
26125,protagonist is a teacher
26127,homophobic
26128,culture clash
26130,social commentary
26131,Xmas theme(?)
26133,adapted from:operetta
26134,pirates
26136,playwright:Gilbert & Sullivan
26137,setting:Playboy mansion (scene)
26138,adapted from:TV series
26139,double feature
26140,multiple short stories in one
26141,vignettes
26142,cameo:David Bowie
26144,pirates
26146,adapted from:play
26147,Bechdel Test:Fail
26148,playwright:Charles Dickens
26150,Xmas theme
26151,current
26152,SeeAlso:Milk(2008)
26153,adapted from:book
26155,Bechdel Test:Fail
26156,competition
26157,protagonist is a research scientist
26158,"quote:\\""The Big Picture\""\"""""
26159,biographical view
26160,topic:author
26162,highschool
26163,related:Mr. Destiny (1990)
26164,sport:American football
26167,ghosts/afterlife
26169,adapted from:book
26170,agent/assassin with false memories/amnesia
26171,author:Robert Ludlum
26172,living a fictional life
26174,not a movie
26175,murder
26176,screenwriter:Lynda La Plante
26177,serial killer
26178,subgenre:police detective
26180,subgenre:police procedural
26181,theme:sexism
26183,adapted from:book
26184,author:Stephen King
26185,bank robbery
26187,British gangsters
26188,Christianity
26189,Compare:Some Like It Hot
26191,disguised as a nun
26194,men disguised as women
26195,murder
26197,nuns
26198,organized crime
26199,religion:Xian
26203,subgenre:buddies
26204,7n Up (series)
26205,subgenre:MakingOf (movie)
26206,adapted from:play
26207,playwright:Shakespeare
26208,murder
26209,subgenre:police detective
26210,subgenre:police procedural
26211,theme:racism
26213,adultery
26214,working class
26215,sport:baseball
26216,adapted from:book
26219,author:Daniel Defoe
26220,adapted from:book
26221,author:Jane Austen
26222,adapted from:book
26223,subgenre:fairy tale
26225,tale:Snow White (A-T #709)
26226,adapted from:book
26227,adapted from:book
26228,author:Aldous Huxley
26229,Bechdel Test:Pass (barely)
26230,disambiguation:The 4th/Thirteenth Floor (1999)
26231,epic
26232,adapted from:book
26235,author:Marion Zimmer Bradley
26236,notable:cinematography
26237,adapted from:play
26240,based on a true story
26241,adapted from:book
26242,author:John Steinbeck
26243,murder
26245,No theatrical release
26246,related:The Matrix (1999)
26247,adapted from:book series
26248,Remade as:The Grudge
26249,Remake of:Ju-On
26251,martial arts
26252,thai boxing
26253,stranded
26254,sport:golf
26255,sequelTo:The Ring (2002)
26256,documentary critique
26257,chess
26258,disambiguation: Yes Man/Men
26259,biographical
26263,topic:death penalty
26265,adapted from:book
26266,author:Philip K. Dick
26267,journalism
26268,athletic apex?
26269,sport:boxing
26270,women in sport
26271,adapted from:book
26274,author:Roald Dahl
26277,father-son relationship
26280,remadeAs:Charlie and the Chocolate...(2005)
26282,remakeOf:Willy Wonka...(1971)
26283,nonsensical
26285,character based on real person:Howard Hughes
26287,adapted from B'way
26288,playwright:Andrew Lloyd Webber
26289,child abuse
26290,paedophilia
26291,adapted from:play
26294,cross-dressing women
26295,playwright:Shakespeare
26297,animation remade as live action
26299,Based on a TV show
26301,invisibility
26302,adapted from:book
26303,Disney animated feature
26304,series:Pooh
26306,adapted from:comic
26307,kuenstlerroman
26308,character:Doctor Who
26309,character:The Doctor
26312,related:Rio Bravo(1958)
26313,adapted from:game
26314,?alternate endings
26315,sport:boxing
26316,men being taught how to woo
26317,mentor/trainer
26318,Disney animated feature
26320,series:Pooh
26321,adapted from:book
26322,author:Jane Austen
26323,adapted from:comic
26324,author:Alan Moore
26325,nuns
26326,ghosts/afterlife
26327,invisibility
26333,murder
26334,rape
26336,movie not to see
26337,courtroom
26338,father/daughter tension
26339,subgenre:Kaiju
26340,sport:basketball
26341,rape
26342,parody
26343,queer
26344,current
26345,biomedical infection
26346,Stellan SkarsgÃ¥rd did not write the screenplay
26347,Stellan SkarsgÃ¥rd does not star in this movie
26349,Stellan SkarsgÃ¥rd was not the director of photography on this movie
26350,TÃ©a Leoni does not star in this movie
26353,TÃ©a Leoni was not the gaffer on this movie
26354,TchÃ©ky Karyo did not direct this movie
26356,TchÃ©ky Karyo does not star in this movie
26357,TchÃ©ky Karyo was not the casting director for this movie
26359,topic:disease/illness
26360,adapted from:comic
26362,adapted from:book
26364,author:D.H. Lawrence
26365,adapted from:comic
26366,author:Frank Miller
26368,dark comedy (sortof)
26369,great cinematography
26370,gruesome
26371,killer-as-protagonist
26372,multiple storylines
26375,murder
26377,stylized
26378,violent
26379,sport:baseball?
26380,adultery
26383,adapted from:play
26386,playwright:Shakespeare
26387,Marx Brothers
26388,adapted from:radio play
26389,dwelling as character
26391,subgenre:haunted house
26392,Bechdel Test:Fail
26393,genre:comedy western
26394,subgenre:buddies
26395,subgenre:road trip
26397,adapted from:book
26398,author:Geoffrey Douglas
26399,based on a true story
26400,sport:soccer football
26401,disambiguation:Crash (1996/2004)
26402,adapted from TV show
26403,adultery
26404,Marx Brothers
26409,Bechdel Test:Fail
26410,RemakeOf:The Longest Yard (1974)
26411,RemakeOf:The Longest Yard (2005)
26413,sport:American football
26414,sport:boxing
26416,Bechdel Test:Fail
26417,Compare:Mr. and Mrs. Smith (2005)
26418,job/career vs. relationship/marriage
26422,lousy cinematography
26424,lousy soundtrack score
26425,murder
26429,protagonist is an assassin
26430,setting:NYC
26431,setting:suburbia
